"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","joao-MacPro",,,,"User:","joao"
"Cmdline:","dstat -a -v --output ./dstat_1_thread.csv",,,,"Date:","13 May 2019 19:54:00 WEST"
"total cpu usage",,,,,"dsk/total",,"net/total",,"paging",,"system",,"procs",,,"memory usage",,,,"paging",,"dsk/total",,"system",,"total cpu usage",,,,
0.167,0.709,99.124,0,0,0,0,80,80,0,0,683,1204,0,0,0,3945185280,19063332864,2305880064,38537834496,0,0,0,0,683,1204,0.167,0.668,99.165,0,0
0.125,1.251,98.624,0,0,0,0,0,0,0,0,699,1009,0,0,5,3945009152,19063508992,2305880064,38537834496,0,0,0,0,699,1009,0.125,1.292,98.583,0,0
2.499,2.291,94.877,0.333,0,0,2580480,18446744073709547520,18446744073709531136,0,0,5229,10263,4,0,67,3854655488,19371663360,2305880064,38325231616,0,0,0,2580480,5232,10343,2.581,2.331,94.754,0.333,0
4.784,3.010,92.165,0.041,0,0,81920,0,0,0,0,7714,11430,1,0,256,3856408576,19369918464,2305880064,38325334016,0,0,0,81920,7711,11350,4.748,2.931,92.279,0.041,0
7.187,4.030,86.705,2.077,0,0,36503552,333,769,0,0,12247,29055,3,0,299,3977031680,19249025024,2305892352,38325370880,0,0,0,36503552,12253,29128,7.187,4.071,86.664,2.077,0
6.391,4.302,88.638,0.668,0,0,72265728,80,4495,0,0,12589,27269,2,0,302,4047425536,19103035392,2305896448,38396616704,0,0,0,72265728,12583,27196,6.355,4.264,88.712,0.669,0
6.775,2.951,87.614,2.660,0,0,106176512,80,6285,0,0,5478,9434,2,1,111,4092076032,18844766208,2305900544,38606942208,0,0,0,106176512,5479,9436,6.763,2.946,87.593,2.697,0
18.038,3.450,77.390,1.122,0,0,15142912,160,5462,0,0,9462,29093,2,3,142,4267200512,18754093056,2305904640,38522171392,0,0,0,15142912,9461,29093,18.095,3.453,77.329,1.123,0
14.983,3.353,79.719,1.945,0,8798208,23646208,80,4861,0,0,10651,29912,3,0,207,4344246272,18692341760,2305912832,38506049536,0,0,8798208,23646208,10651,29910,14.990,3.354,79.752,1.905,0
25.394,2.033,72.158,0.415,0,0,6635520,80,4821,0,0,5589,26463,10,0,63,4498153472,18530652160,2305916928,38511423488,0,0,0,6635520,5589,26464,25.374,2.035,72.176,0.415,0
33.862,2.338,63.800,0,0,0,0,0,2058,0,0,5874,19626,9,0,24,4645072896,18381737984,2305916928,38511575040,0,0,0,0,5876,19660,33.944,2.374,63.682,0,0
41.771,2.660,55.320,0.249,0,0,872448,29561,32217,0,0,7578,21015,2,0,69,4749778944,18274795520,2305916928,38511755264,0,0,0,872448,7576,20980,41.674,2.664,55.412,0.250,0
5.721,1.534,92.745,0,0,0,4096,5804,7403,0,0,1995,3649,2,0,8,4750786560,18271838208,2305916928,38511763456,0,0,0,4096,1995,3649,5.724,1.493,92.783,0,0
8.638,1.578,89.743,0.042,0,0,139264,157365,158072,0,0,3363,10352,5,0,8,4809015296,18213527552,2305916928,38511763456,0,0,0,139264,3369,10352,8.638,1.578,89.743,0.042,0
3.926,0.459,93.275,2.339,0,0,4677632,0,699,0,0,3641,6456,1,1,14,4832591872,18189971456,2305953792,38511972352,0,0,0,4677632,3635,6456,3.922,0.459,93.283,2.336,0
6.032,1.539,91.181,1.248,0,327680,2609152,111305,112059,0,0,3261,7532,2,0,8,4856569856,18165669888,2305978368,38512369664,0,0,327680,2609152,3261,7542,6.039,1.541,91.170,1.249,0
8.005,1.949,89.672,0.373,0,0,516096,106306,106810,0,0,4752,10881,1,0,50,4600590336,18394353664,2305982464,38539591680,0,0,0,516096,4752,10871,8.005,1.949,89.672,0.373,0
4.040,1.291,94.669,0,0,0,0,0,1049,0,0,1993,2883,1,0,15,4605657088,18388893696,2305982464,38539825152,0,0,0,0,1993,2883,4.038,1.291,94.671,0,0
3.164,1.207,95.629,0,0,0,0,0,504,0,0,1198,1503,2,0,7,4607111168,18387435520,2305982464,38539829248,0,0,0,0,1201,1505,3.165,1.208,95.627,0,0
3.376,0.333,96.290,0,0,0,0,0,1274,0,0,1172,1353,0,0,2,4611039232,18383507456,2305982464,38539829248,0,0,0,0,1169,1351,3.375,0.333,96.292,0,0
0.250,1.210,98.540,0,0,0,0,0,1072,0,0,1319,1766,0,0,7,4611526656,18383028224,2305982464,38539829248,0,0,0,0,1319,1766,0.250,1.208,98.542,0,0
0.125,1.293,98.582,0,0,0,352256,0,447,0,0,971,1428,1,0,7,4612169728,18382426112,2305982464,38539829248,0,0,0,352256,973,1429,0.125,1.336,98.539,0,0
0.375,1.165,98.460,0,0,0,12288,0,447,0,0,1211,1591,0,0,7,4612280320,18382299136,2305982464,38539829248,0,0,0,12288,1209,1590,0.374,1.123,98.502,0,0
0.209,0.917,98.874,0,0,0,0,0,502,0,0,963,1573,1,0,7,4613242880,18381352960,2305982464,38539829248,0,0,0,0,963,1573,0.208,0.917,98.875,0,0
0.167,0.375,99.458,0,0,0,0,0,252,0,0,852,1305,0,0,2,4612567040,18381959168,2305982464,38539857920,0,0,0,0,854,1305,0.167,0.375,99.458,0,0
0.250,1.209,98.541,0,0,0,462848,0,377,0,0,1085,1621,0,0,7,4612943872,18381975552,2305982464,38539464704,0,0,0,462848,1083,1621,0.250,1.209,98.541,0,0
0.333,1.374,98.292,0,0,0,0,0,504,0,0,1173,1777,0,0,7,4612841472,18382057472,2305982464,38539468800,0,0,0,0,1173,1777,0.333,1.374,98.292,0,0
3.627,2.251,93.080,1.042,0,0,31567872,18446744073709381632,18446744073709305856,0,0,7974,14517,1,0,97,4568616960,18432655360,2305990656,38539112448,0,0,0,31567872,7974,14517,3.625,2.250,93.083,1.042,0
3.122,2.331,94.005,0.541,0,16384,4603904,18446744073709504512,18446744073709490176,0,0,8107,15083,2,0,83,3956125696,19048804352,2305990656,38538940416,0,0,16384,4603904,8107,15083,3.164,2.331,93.963,0.541,0
3.175,2.297,94.194,0.334,0,0,3411968,18446744073709357056,18446744073709414400,0,0,7968,14105,2,1,85,3855687680,19226075136,2305994752,38466244608,0,0,0,3411968,7970,14123,3.134,2.298,94.233,0.334,0
4.713,2.770,92.476,0.041,0,0,667648,48,18446744073709545472,0,0,7869,12572,1,0,247,3856887808,19368910848,2305994752,38325276672,0,0,0,667648,7867,12554,4.713,2.770,92.476,0.041,0
6.154,3.867,86.902,3.077,0,0,36397056,240,544,0,0,10919,24778,15,1,229,3940073472,19285094400,2305994752,38325698560,0,0,0,36397056,10956,24895,6.279,3.950,86.694,3.077,0
8.977,6.263,80.459,4.301,0,2457600,89161728,0,2424,0,0,18903,46334,2,4,528,3979444224,19139170304,2306011136,38425116672,0,0,2457600,89161728,18866,46217,8.863,6.187,80.602,4.348,0
18.280,3.350,73.532,4.839,0,6340608,124256256,320,12181,0,0,10307,34480,10,0,192,4207915008,18693877760,2306015232,38637801472,0,0,6340608,124256256,10307,34505,18.332,3.427,73.452,4.789,0
19.040,3.353,76.490,1.118,0,0,8585216,240,10905,0,0,8098,26508,6,0,130,4373671936,18654633984,2306035712,38512168960,0,0,0,8585216,8098,26485,19.022,3.274,76.585,1.119,0
24.928,2.967,72.023,0.082,0,0,1728512,0,5072,0,0,6273,21065,9,0,97,4527566848,18498486272,2306035712,38511775744,0,0,0,1728512,6273,21066,24.990,3.005,71.923,0.082,0
32.589,2.978,64.433,0,0,0,192512,25380,27561,0,0,6156,25190,11,0,61,4637167616,18386870272,2306035712,38511857664,0,0,0,192512,6156,25207,32.631,2.933,64.436,0,0
41.823,2.414,55.597,0.166,0,0,643072,3194,7461,0,0,6807,18467,4,0,18,4764295168,18257227776,2306039808,38511976448,0,0,0,643072,6813,18457,41.750,2.458,55.625,0.167,0
7.294,0.787,91.877,0.041,0,0,110592,160041,161795,0,0,2918,10071,2,0,7,4798464000,18222940160,2306039808,38511980544,0,0,0,110592,2912,10061,7.217,0.788,91.954,0.041,0
2.990,1.246,93.646,2.118,0,0,4472832,0,504,0,0,2993,5538,0,1,4,4803010560,18217885696,2306088960,38512250880,0,0,0,4472832,2993,5538,2.986,1.203,93.696,2.115,0
5.121,1.540,92.215,1.124,0,327680,2879488,101090,102286,0,0,3653,7929,4,0,15,4825100288,18195402752,2306142208,38512529408,0,0,327680,2879488,3654,7939,5.123,1.541,92.212,1.125,0
8.261,2.076,89.332,0.332,0,0,544768,117288,118279,0,0,4812,12394,2,0,53,4597133312,18395623424,2306154496,38539993088,0,0,0,544768,4811,12384,8.268,2.119,89.281,0.332,0
4.407,1.289,94.304,0,0,0,0,0,504,0,0,1801,2486,0,0,16,4608479232,18384199680,2306154496,38540046336,0,0,0,0,1801,2486,4.404,1.246,94.350,0,0
2.836,0.334,96.831,0,0,0,0,0,504,0,0,1041,1554,2,0,7,4609413120,18383261696,2306154496,38540050432,0,0,0,0,1041,1555,2.839,0.334,96.827,0,0
3.210,1.209,95.581,0,0,0,0,0,504,0,0,1281,1625,1,0,2,4609802240,18382856192,2306154496,38540050432,0,0,0,0,1281,1624,3.206,1.207,95.587,0,0
3.297,1.169,95.534,0,0,0,0,0,1134,0,0,1321,1670,1,0,7,4616318976,18376339456,2306154496,38540050432,0,0,0,0,1323,1673,3.297,1.169,95.534,0,0
0.209,1.210,98.581,0,0,0,356352,0,1274,0,0,1107,1607,0,0,7,4616851456,18375815168,2306154496,38540050432,0,0,0,356352,1105,1604,0.209,1.210,98.581,0,0
0.209,0.876,98.915,0,0,0,12288,0,252,0,0,923,1289,2,0,7,4617904128,18374676480,2306154496,38540062720,0,0,0,12288,923,1289,0.209,0.919,98.873,0,0
0.208,0.375,99.416,0,0,0,0,0,1127,0,0,931,1602,0,0,2,4617449472,18375131136,2306154496,38540062720,0,0,0,0,931,1602,0.208,0.333,99.459,0,0
0.292,1.251,98.416,0.042,0,0,458752,0,752,0,0,1145,1773,0,0,7,4618788864,18374184960,2306154496,38539673600,0,0,0,458752,1145,1773,0.292,1.251,98.416,0.042,0
0.624,1.207,98.169,0,0,0,0,0,252,0,0,1869,2045,0,0,16,4615122944,18378137600,2306154496,38539669504,0,0,0,0,1870,2047,0.624,1.207,98.169,0,0
0.417,1.208,98.375,0,0,0,0,0,252,0,0,1247,1590,0,0,7,4614176768,18379415552,2306154496,38539673600,0,0,0,0,1246,1588,0.416,1.208,98.376,0,0
3.258,2.047,93.776,0.919,0,0,31752192,18446744073709381632,18446744073709307904,0,0,7811,14794,2,0,96,4610777088,18388819968,2306158592,38539616256,0,0,0,31764480,7813,14806,3.262,2.049,93.768,0.920,0
3.923,2.755,92.947,0.376,0,16384,4653056,18446744073709320192,18446744073709361152,0,0,10733,18730,9,0,116,3948703744,19055198208,2306158592,38539223040,0,0,16384,4640768,10741,18806,4.077,2.787,92.762,0.374,0
1.932,1.974,95.926,0.168,0,0,2760704,18446744073709547520,18446744073709537280,0,0,5764,10014,3,0,46,3857166336,19149533184,2306158592,38538940416,0,0,0,2760704,5754,9926,1.811,1.979,96.042,0.168,0
4.232,3.361,92.158,0.249,0,0,1036288,48,18446744073709545472,0,0,8881,13411,1,0,260,3856441344,19368132608,2306158592,38325673984,0,0,0,1036288,8881,13411,4.191,3.320,92.241,0.249,0
5.122,3.359,89.169,2.351,0,0,35151872,240,642,0,0,9309,20355,9,0,191,3902554112,19321507840,2306187264,38325776384,0,0,0,35151872,9343,20422,5.287,3.399,88.963,2.350,0
8.766,4.944,83.880,2.410,0,8437760,32030720,144,3348,0,0,17293,38514,2,2,512,4047437824,19142217728,2306191360,38356361216,0,0,8454144,32030720,17261,38454,8.614,4.911,84.062,2.414,0
5.509,2.254,87.980,4.257,0,360448,177516544,240,12077,0,0,6228,18203,3,1,126,4120764416,18886119424,2306191360,38532800512,0,0,344064,177516544,6227,18205,5.586,2.293,87.870,4.252,0
19.626,4.366,73.971,2.037,0,0,12529664,80,7178,0,0,13130,34897,3,0,227,4260233216,18769731584,2306211840,38511407104,0,0,0,12529664,13131,34893,19.626,4.366,73.971,2.037,0
20.157,2.732,77.070,0.041,0,0,2224128,80,3716,0,0,6071,20888,5,0,69,4416925696,18609242112,2306211840,38512119808,0,0,0,2224128,6070,20930,20.083,2.733,77.143,0.041,0
28.766,2.765,68.469,0,0,0,0,0,3138,0,0,5313,22739,8,0,43,4574175232,18450169856,2306211840,38512132096,0,0,0,0,5313,22720,28.790,2.726,68.484,0,0
34.617,1.656,63.727,0,0,0,192512,26015,30164,0,0,6145,25336,10,0,62,4723392512,18298851328,2306211840,38512185344,0,0,0,192512,6144,25328,34.738,1.694,63.569,0,0
33.099,2.025,64.587,0.289,0,0,598016,5235,6689,0,0,5594,14066,3,0,10,4794519552,18225819648,2306211840,38512279552,0,0,0,598016,5594,14047,32.933,1.986,64.791,0.290,0
6.356,1.579,92.023,0.042,0,0,126976,129380,130159,0,0,2957,8891,2,0,11,4821323776,18198261760,2306215936,38512676864,0,0,0,126976,2959,8895,6.362,1.580,92.017,0.042,0
7.277,1.372,90.894,0.457,0,327680,1437696,1194170,1195822,0,0,2842,6552,3,0,12,4848918528,18169610240,2306220032,38513074176,0,0,327680,1437696,2840,6547,7.280,1.373,90.890,0.458,0
8.805,1.860,89.334,0,0,0,712704,1447325,1447829,0,0,4201,8560,0,0,24,4892340224,18126520320,2306224128,38512852992,0,0,0,712704,4201,8568,8.805,1.860,89.334,0,0
7.807,1.038,91.071,0.083,0,0,270336,232107,232861,0,0,3003,8328,2,0,15,4941979648,18076033024,2306224128,38513352704,0,0,0,270336,3003,8320,7.798,1.037,91.083,0.083,0
6.318,2.037,91.646,0,0,0,126976,238172,238676,0,0,2942,7025,3,0,16,4977184768,18040590336,2306224128,38513295360,0,0,0,126976,2942,7030,6.325,2.039,91.635,0,0
8.663,1.815,89.521,0,0,0,303104,653558,654062,0,0,3554,9339,1,0,15,5052989440,17963933696,2306224128,38513778688,0,0,0,303104,3555,9338,8.697,1.855,89.448,0,0
8.491,1.772,89.613,0.124,0,0,348160,653646,654710,0,0,3455,8327,1,1,16,5079109632,17937952768,2306232320,38513393664,0,0,0,348160,3454,8323,8.457,1.733,89.686,0.124,0
6.650,1.621,91.604,0.125,0,0,397312,591575,592779,0,0,2886,8866,4,0,12,5132615680,17883721728,2306232320,38513979392,0,0,0,397312,2887,8872,6.645,1.661,91.570,0.125,0
5.289,0.416,94.294,0,0,0,221184,158790,159182,0,0,1706,3524,1,0,4,5142892544,17873395712,2306232320,38514020352,0,0,0,221184,1707,3522,5.287,0.375,94.338,0,0
4.428,1.504,93.943,0.125,0,0,598016,839574,840951,0,0,3649,5585,1,0,11,5177376768,17838718976,2306236416,38514200576,0,0,0,598016,3647,5581,4.428,1.504,93.943,0.125,0
4.780,1.455,93.766,0,0,0,303104,410401,410653,0,0,2181,5300,4,0,12,5180796928,17835134976,2306236416,38514339840,0,0,0,303104,2183,5318,4.786,1.457,93.758,0,0
4.630,1.654,93.427,0.289,0,0,1560576,1065892,1066394,0,0,3172,7567,1,0,12,5189709824,17826971648,2306240512,38513455104,0,0,0,1560576,3170,7553,4.624,1.652,93.435,0.289,0
3.759,1.295,94.779,0.167,0,0,630784,565164,565416,0,0,2948,8447,2,0,16,5190500352,17826127872,2306248704,38513475584,0,0,0,630784,2948,8452,3.803,1.337,94.693,0.167,0
4.063,0.995,94.693,0.249,0,0,704512,544150,544402,0,0,2790,8698,1,0,10,5191204864,17825005568,2306260992,38513586176,0,0,0,704512,2790,8689,4.020,0.953,94.778,0.249,0
3.696,1.910,94.186,0.208,0,0,569344,547190,547694,0,0,2868,8751,1,0,16,5193854976,17822195712,2306260992,38513606656,0,0,0,569344,2868,8761,3.696,1.910,94.186,0.208,0
3.325,1.870,94.805,0,0,0,131072,12359,12863,0,0,4209,7363,0,0,61,4652605440,18335862784,2306260992,38541074432,0,0,0,131072,4209,7353,3.324,1.870,94.807,0,0
0.499,1.206,98.295,0,0,0,0,0,504,0,0,1055,1698,0,0,7,4652662784,18335821824,2306260992,38541074432,0,0,0,0,1055,1698,0.499,1.207,98.294,0,0
0.583,0.666,98.752,0,0,0,12288,0,252,0,0,1121,1538,1,0,7,4653633536,18334851072,2306260992,38541074432,0,0,0,12288,1121,1538,0.583,0.708,98.709,0,0
0.208,0.542,99.250,0,0,0,0,0,252,0,0,826,1246,0,0,2,4653056000,18335383552,2306260992,38541086720,0,0,0,0,826,1246,0.208,0.499,99.293,0,0
0.333,1.208,98.459,0,0,0,0,0,252,0,0,1121,1703,0,0,7,4653400064,18335064064,2306260992,38541086720,0,0,0,0,1121,1703,0.333,1.208,98.458,0,0
0.830,1.244,97.926,0,0,0,32354304,0,0,0,0,2017,1672,0,0,7,4653764608,18334703616,2306260992,38541086720,0,0,0,32354304,2017,1672,0.830,1.244,97.926,0,0
0.250,1.251,98.458,0.042,0,0,819200,0,70,0,0,1096,1500,0,0,7,4652765184,18335801344,2306260992,38540988416,0,0,0,819200,1096,1500,0.250,1.250,98.458,0.042,0
0.292,0.542,99.166,0,0,0,0,0,490,0,0,989,1652,1,0,8,4653297664,18335256576,2306260992,38540988416,0,0,0,0,989,1652,0.292,0.542,99.166,0,0
0.250,1.042,98.708,0,0,0,0,0,630,0,0,1023,1711,0,0,5,4650913792,18337611776,2306260992,38540992512,0,0,0,0,1023,1713,0.250,1.043,98.707,0,0
0.292,1.084,98.624,0,0,0,0,0,140,0,0,1080,1423,0,0,7,4650938368,18337587200,2306260992,38540992512,0,0,0,0,1080,1421,0.292,1.083,98.625,0,0
1.460,1.710,96.831,0,0,0,65536,18446744073704851456,18446744073704931328,0,0,3750,6326,0,0,43,4642783232,18346160128,2306260992,38541000704,0,0,0,65536,3750,6326,1.462,1.713,96.825,0,0
4.246,2.873,91.923,0.958,0,16384,7643136,18446744073709531136,18446744073709514752,0,0,9735,18730,0,0,111,3967074304,19028549632,2306285568,38543028224,0,0,16384,7643136,9735,18730,4.241,2.869,91.933,0.956,0
1.973,1.343,96.180,0.504,0,0,3645440,18446744073704972288,18446744073704878080,0,0,6333,11967,1,0,65,3950120960,19049766912,2306293760,38543097856,0,0,0,3645440,6333,11967,1.971,1.342,96.183,0.503,0
0.375,1.165,98.460,0,0,0,0,80,164,0,0,777,1338,0,0,0,3949432832,19050487808,2306293760,38543097856,0,0,0,0,777,1338,0.375,1.166,98.459,0,0
2.794,2.711,94.162,0.334,0,0,2666496,18446744073709537280,18446744073709518848,0,0,6276,11994,2,0,114,3861159936,19388944384,2306293760,38298689536,0,0,0,2666496,6297,12063,2.793,2.751,94.123,0.333,0
4.123,2.874,92.961,0.042,0,0,413696,160,160,0,0,7218,13559,1,0,222,3864961024,19358289920,2306293760,38325825536,0,0,0,413696,7197,13490,4.128,2.836,92.994,0.042,0
5.951,4.149,87.972,1.928,0,0,35266560,80,842,0,0,11384,25899,2,0,267,3942539264,19279872000,2306306048,38326370304,0,0,0,35266560,11384,25899,5.951,4.191,87.930,1.928,0
6.708,3.708,87.375,2.208,0,0,83673088,64,2136,0,0,13731,32423,5,1,356,4144254976,18981863424,2306310144,38416941056,0,0,0,84361216,13731,32423,6.711,3.668,87.411,2.209,0
7.817,2.162,85.988,4.033,0,8798208,124674048,400,11120,0,0,6645,14286,4,1,114,4129255424,18876383232,2306314240,38533058560,0,0,8798208,124129280,6654,14315,7.855,2.161,85.952,4.032,0
20.604,4.882,72.362,2.151,0,0,14946304,80,9143,0,0,13051,39738,5,0,236,4282785792,18743889920,2306326528,38512529408,0,0,0,14802944,13057,39903,20.579,4.917,72.355,2.149,0
15.206,2.327,82.468,0,0,0,0,80,5714,0,0,5589,15693,6,0,73,4408438784,18616553472,2306326528,38512476160,0,0,0,0,5574,15522,15.189,2.289,82.522,0,0
27.197,2.363,70.439,0,0,0,0,0,3015,0,0,4968,26538,13,0,38,4568629248,18454618112,2306326528,38512492544,0,0,0,0,4970,26553,27.307,2.400,70.294,0,0
37.541,1.904,60.513,0.041,0,0,425984,26016,30747,0,0,6443,24546,11,0,68,4724633600,18295824384,2306326528,38512570368,0,0,0,425984,6441,24526,37.572,1.906,60.481,0.041,0
34.304,2.079,63.410,0.208,0,0,708608,23002,24411,0,0,6130,16755,3,0,16,4808486912,18210414592,2306330624,38512689152,0,0,0,708608,6130,16738,34.137,2.037,63.617,0.208,0
5.694,1.953,92.311,0.042,0,524288,446464,137349,137931,0,0,3101,8122,1,0,14,4826140672,18192351232,2306330624,38512955392,0,0,524288,446464,3101,8125,5.694,1.953,92.311,0.042,0
4.304,1.588,94.066,0.042,0,0,65536,201407,203115,0,0,2778,8646,0,0,7,4878123008,18140278784,2306330624,38512971776,0,0,0,65536,2779,8644,4.301,1.628,94.029,0.042,0
4.675,1.158,94.166,0,0,0,20480,209681,210310,0,0,2478,8681,1,0,7,4927422464,18090876928,2306330624,38512975872,0,0,0,20480,2478,8680,4.722,1.118,94.159,0,0
3.670,1.001,95.329,0,0,0,118784,212545,213049,0,0,2360,7944,2,0,2,4973465600,18044801024,2306330624,38513016832,0,0,0,118784,2361,7957,3.625,1,95.375,0,0
4.453,1.540,94.007,0,0,0,110592,216786,217415,0,0,2551,8432,2,0,7,5023145984,17995104256,2306330624,38513016832,0,0,0,110592,2550,8424,4.451,1.581,93.968,0,0
4.451,1.705,93.802,0.042,0,0,126976,214395,214969,0,0,2692,9160,1,0,8,4605300736,18412908544,2306330624,38513041408,0,0,0,159744,2693,9156,4.460,1.667,93.831,0.042,0
2.999,1.791,95.210,0,0,0,32768,0,504,0,0,3677,6189,0,0,59,4597534720,18393182208,2306330624,38540410880,0,0,0,0,3675,6187,2.995,1.789,95.216,0,0
0.209,0.709,99.083,0,0,0,0,0,1764,0,0,856,1508,1,0,7,4598849536,18391867392,2306330624,38540410880,0,0,0,0,856,1508,0.209,0.709,99.083,0,0
0.208,0.709,99.083,0,0,0,12288,0,252,0,0,865,1355,0,0,2,4598288384,18392391680,2306330624,38540423168,0,0,0,12288,865,1355,0.208,0.708,99.083,0,0
0.499,1.414,98.087,0,0,0,0,0,1447,0,0,1248,1725,0,0,7,4598730752,18391945216,2306330624,38540427264,0,0,0,0,1248,1726,0.499,1.414,98.087,0,0
0.499,1.290,98.211,0,0,0,1044480,0,629,0,0,1388,1829,0,0,7,4599508992,18391572480,2306330624,38540013568,0,0,0,1044480,1388,1828,0.499,1.290,98.211,0,0
0.500,1.167,98.333,0,0,0,0,0,252,0,0,1741,1967,0,0,17,4595093504,18396205056,2306330624,38540013568,0,0,0,0,1742,1970,0.500,1.208,98.292,0,0
0.250,0.292,99.458,0,0,0,0,0,125,0,0,826,1566,1,0,7,4594159616,18397945856,2306330624,38539706368,0,0,0,0,825,1563,0.251,0.292,99.457,0,0
0.291,1.207,98.502,0,0,0,0,0,252,0,0,1080,1522,1,0,2,4594352128,18397761536,2306330624,38539706368,0,0,0,0,1080,1540,0.291,1.164,98.545,0,0
0.250,1.084,98.666,0,0,0,0,0,504,0,0,994,1457,0,0,7,4593860608,18398261248,2306330624,38539706368,0,0,0,0,994,1439,0.250,1.084,98.666,0,0
0.292,1.249,98.459,0,0,0,32768,0,504,0,0,1039,1574,0,0,7,4593860608,18398244864,2306330624,38539706368,0,0,0,32768,1039,1574,0.292,1.249,98.459,0,0
1.583,1.583,96.793,0.042,0,0,122880,18446744073708959744,18446744073708896256,0,0,3911,6919,2,1,50,4590821376,18401812480,2306330624,38539653120,0,0,0,126976,3919,6937,1.585,1.585,96.789,0.042,0
5.121,2.040,91.715,1.124,0,0,34775040,18446744073709510656,18446744073709500416,0,0,10880,20878,0,0,127,3967291392,19033006080,2306338816,38539153408,0,0,0,34770944,10872,20860,5.114,2.037,91.726,1.123,0
1.628,2.213,95.950,0.209,0,16384,2830336,18446744073708963840,18446744073709000704,0,0,5512,9118,0,0,44,3955605504,19047981056,2306342912,38539075584,0,0,16384,2830336,5512,9118,1.628,2.213,95.950,0.209,0
2.004,1.837,95.866,0.292,0,0,1961984,18446744073709531136,18446744073709524992,0,0,4510,8316,1,1,49,3862507520,19199340544,2306347008,38482300928,0,0,0,1961984,4510,8316,2.007,1.839,95.861,0.293,0
4.634,3.806,91.518,0.041,0,0,724992,48,18446744073709545472,0,0,12580,19601,1,0,417,3850493952,19399004160,2306347008,38298939392,0,0,0,724992,12580,19601,4.628,3.802,91.529,0.041,0
4.295,2.002,92.702,1.001,0,0,31399936,240,240,0,0,5601,10812,1,1,107,3867103232,19354820608,2306351104,38326312960,0,0,0,31399936,5601,10813,4.295,2.002,92.702,1.001,0
9.460,6.362,81.917,2.260,0,0,24465408,0,1865,0,0,22178,50226,4,2,672,3982360576,19216924672,2306400256,38345928704,0,0,0,24465408,22181,50274,9.548,6.365,81.826,2.261,0
19.760,4.299,70.938,5.002,0,8798208,116383744,80,2713,0,0,11816,32762,7,1,168,4255297536,18747879424,2306404352,38533750784,0,0,8798208,116383744,11822,32733,19.694,4.303,70.997,5.006,0
17.043,3.592,75.856,3.509,0,0,85917696,538,19735,0,0,10128,26500,6,0,162,4298493952,18727772160,2306416640,38512361472,0,0,0,85917696,10128,26541,17.119,3.591,75.783,3.507,0
27.033,2.848,70.037,0.083,0,0,2039808,80,5023,0,0,6090,27701,9,0,71,4481409024,18541916160,2306416640,38512676864,0,0,0,2039808,6081,27655,27.040,2.885,69.992,0.082,0
30.244,2.027,67.729,0,0,0,0,80,4301,0,0,5239,19219,7,0,22,4597149696,18424131584,2306416640,38512861184,0,0,0,0,5239,19229,30.228,2.029,67.743,0,0
42.129,2.088,55.574,0.209,0,0,757760,28387,30566,0,0,6720,21981,5,1,60,4739096576,18279948288,2306416640,38512975872,0,0,0,757760,6720,21956,42.081,2.048,55.662,0.209,0
8.674,1.543,89.783,0,0,0,114688,43930,48844,0,0,3041,6974,2,0,7,4774580224,18242985984,2306416640,38513029120,0,0,0,114688,3041,6974,8.670,1.542,89.787,0,0
3.843,1.504,92.648,2.005,0,0,3072000,27789,28568,0,0,3490,6990,1,1,8,4783599616,18233421824,2306453504,38513291264,0,0,0,3092480,3490,6990,3.845,1.504,92.645,2.006,0
4.950,1.456,90.890,2.704,0,0,4112384,2118,2495,0,0,3847,5739,2,0,7,4813000704,18203512832,2306506752,38513647616,0,0,0,4091904,3847,5739,5.027,1.496,90.777,2.700,0
10.435,1.408,86.957,1.201,0,327680,2105344,574548,576177,0,0,4305,12069,7,0,15,4845944832,18169311232,2306523136,38514151424,0,0,327680,2105344,4307,12097,10.369,1.369,87.059,1.203,0
4.778,1.205,92.646,1.371,0,0,2031616,94572,95201,0,0,4405,10114,1,0,11,4861898752,18153267200,2306543616,38514044928,0,0,0,2031616,4404,10098,4.774,1.204,92.653,1.370,0
4.207,1.624,92.920,1.249,0,0,2494464,594412,594916,0,0,4044,10942,1,0,9,4865269760,18149056512,2306572288,38514642944,0,0,0,2494464,4044,10935,4.208,1.625,92.917,1.250,0
6.144,1.743,91.034,1.079,0,0,2244608,600377,600881,0,0,4337,11553,1,1,13,4885151744,18128465920,2306605056,38515064832,0,0,0,2244608,4336,11548,6.144,1.743,91.034,1.079,0
4.398,1.701,92.324,1.577,0,0,2650112,574690,575194,0,0,4305,10471,2,0,9,4901740544,18110824448,2306641920,38515720192,0,0,0,2650112,4306,10479,4.397,1.701,92.327,1.576,0
3.704,1.290,93.841,1.165,0,0,2011136,614022,615296,0,0,3974,11034,2,1,10,4920950784,18090557440,2306650112,38516498432,0,0,0,2052096,3974,11028,3.704,1.290,93.841,1.165,0
6.203,1.241,91.150,1.406,0,0,2244608,106262,107144,0,0,4357,9921,0,0,9,4935725056,18075369472,2306666496,38516617216,0,0,0,2203648,4356,9919,6.206,1.241,91.146,1.407,0
